,0,1,2
439,No Escape ,"['Action', 'Drama', 'Sci-Fi']",(1994)
440,North ,['Comedy'],(1994)
441,Orlando ,"['Drama', 'Fantasy', 'Romance']",(1992)
442,"Perfect World, A ","['Crime', 'Drama', 'Thriller']",(1993)
443,Philadelphia ,['Drama'],(1993)
444,"Piano, The ","['Drama', 'Romance']",(1993)
445,Poetic Justice ,['Drama'],(1993)
446,"Program, The ","['Action', 'Drama']",(1993)
447,"Puppet Masters, The ","['Horror', 'Sci-Fi']",(1994)
448,Radioland Murders ,"['Comedy', 'Mystery', 'Romance']",(1994)
449,"Ref, The ",['Comedy'],(1994)
450,"Remains of the Day, The ","['Drama', 'Romance']",(1993)
451,Renaissance Man ,"['Comedy', 'Drama']",(1994)
452,Rising Sun ,"['Action', 'Drama', 'Mystery']",(1993)
453,"Road to Wellville, The ",['Comedy'],(1994)
454,RoboCop 3 ,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",(1993)
455,Robin Hood: Men in Tights ,['Comedy'],(1993)
456,Romeo Is Bleeding ,"['Crime', 'Thriller']",(1993)
457,Romper Stomper ,"['Action', 'Drama']",(1992)
458,Ruby in Paradise ,['Drama'],(1993)
459,Rudy ,['Drama'],(1993)
460,"Savage Nights (Nuits fauves, Les) ",['Drama'],(1992)
461,Schindler's List ,"['Drama', 'War']",(1993)
462,"Scout, The ","['Comedy', 'Drama']",(1994)
463,Searching for Bobby Fischer ,['Drama'],(1993)
464,"Secret Garden, The ","['Children', 'Drama']",(1993)
465,Serial Mom ,"['Comedy', 'Crime', 'Horror']",(1994)
466,"Shadow, The ","['Action', 'Adventure', 'Fantasy', 'Mystery']",(1994)
467,Shadowlands ,"['Drama', 'Romance']",(1993)
468,Short Cuts ,['Drama'],(1993)
469,"Simple Twist of Fate, A ",['Drama'],(1994)
470,Sirens ,['Drama'],(1994)
471,Six Degrees of Separation ,['Drama'],(1993)
472,Sleepless in Seattle ,"['Comedy', 'Drama', 'Romance']",(1993)
473,Sliver ,['Thriller'],(1993)
474,Blade Runner ,"['Action', 'Sci-Fi', 'Thriller']",(1982)
475,Son in Law ,"['Comedy', 'Drama', 'Romance']",(1993)
476,So I Married an Axe Murderer ,"['Comedy', 'Romance', 'Thriller']",(1993)
477,Striking Distance ,"['Action', 'Crime']",(1993)
478,Super Mario Bros. ,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",(1993)
479,Surviving the Game ,"['Action', 'Adventure', 'Thriller']",(1994)
480,Terminal Velocity ,"['Action', 'Mystery', 'Thriller']",(1994)
481,Thirty-Two Short Films About Glenn Gould ,"['Drama', 'Musical']",(1993)
482,Threesome ,"['Comedy', 'Romance']",(1994)
483,"Nightmare Before Christmas, The ","['Animation', 'Children', 'Fantasy', 'Musical']",(1993)
484,"Three Musketeers, The ","['Action', 'Adventure', 'Comedy', 'Romance']",(1993)
485,Tombstone ,"['Action', 'Drama', 'Western']",(1993)
486,True Romance ,"['Crime', 'Thriller']",(1993)
487,"War Room, The ",['Documentary'],(1993)
488,"Pagemaster, The ","['Action', 'Adventure', 'Animation', 'Children', 'Fantasy']",(1994)
489,Welcome to the Dollhouse ,"['Comedy', 'Drama']",(1995)
490,Germinal ,"['Drama', 'Romance']",(1993)
491,Chasers ,['Comedy'],(1994)
492,Kika ,"['Comedy', 'Drama']",(1993)
493,Bhaji on the Beach ,"['Comedy', 'Drama']",(1993)
494,Little Big League ,"['Comedy', 'Drama']",(1994)
495,"Ciao, Professore! (Io speriamo che me la cavo) ",['Drama'],(1992)
496,Spanking the Monkey ,"['Comedy', 'Drama']",(1994)
497,"Little Rascals, The ","['Children', 'Comedy']",(1994)
498,Andre ,"['Adventure', 'Children', 'Drama']",(1994)
499,"Escort, The (Scorta, La) ","['Crime', 'Thriller']",(1993)
500,Princess Caraboo ,['Drama'],(1994)
501,"Celluloid Closet, The ",['Documentary'],(1995)
502,Dear Diary (Caro Diario) ,"['Comedy', 'Drama']",(1994)
503,"Brady Bunch Movie, The ",['Comedy'],(1995)
504,Home Alone ,"['Children', 'Comedy']",(1990)
505,Ghost ,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",(1990)
506,Aladdin ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",(1992)
507,Terminator 2: Judgment Day ,"['Action', 'Sci-Fi']",(1991)
508,Dances with Wolves ,"['Adventure', 'Drama', 'Western']",(1990)
509,Batman ,"['Action', 'Crime', 'Thriller']",(1989)
510,"Silence of the Lambs, The ","['Crime', 'Horror', 'Thriller']",(1991)
511,Snow White and the Seven Dwarfs ,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",(1937)
512,Beauty and the Beast ,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",(1991)
513,Pinocchio ,"['Animation', 'Children', 'Fantasy', 'Musical']",(1940)
514,Pretty Woman ,"['Comedy', 'Romance']",(1990)
515,"Wild Bunch, The ","['Adventure', 'Western']",(1969)
516,Love and a .45 ,"['Action', 'Comedy', 'Crime']",(1994)
517,"Great Day in Harlem, A ",['Documentary'],(1994)
518,One Fine Day ,"['Drama', 'Romance']",(1996)
519,Candyman: Farewell to the Flesh ,"['Fantasy', 'Horror']",(1995)
520,Fargo ,"['Comedy', 'Crime', 'Drama', 'Thriller']",(1996)
521,Homeward Bound II: Lost in San Francisco ,"['Adventure', 'Children']",(1996)
522,Heavy Metal ,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",(1981)
523,Hellraiser: Bloodline ,"['Action', 'Horror', 'Sci-Fi']",(1996)
524,"Pallbearer, The ",['Comedy'],(1996)
525,Jane Eyre ,"['Drama', 'Romance']",(1996)
526,Bread and Chocolate (Pane e cioccolata) ,"['Comedy', 'Drama']",(1973)
527,"Aristocats, The ","['Animation', 'Children']",(1970)
528,"Flower of My Secret, The (La flor de mi secreto) ","['Comedy', 'Drama']",(1995)
529,Two Much ,"['Comedy', 'Romance']",(1995)
530,Ed ,['Comedy'],(1996)
531,"Thin Line Between Love and Hate, A ",['Comedy'],(1996)
532,"Last Supper, The ","['Drama', 'Thriller']",(1995)
533,Primal Fear ,"['Crime', 'Drama', 'Mystery', 'Thriller']",(1996)
534,All Dogs Go to Heaven 2 ,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",(1996)
535,Land and Freedom (Tierra y libertad) ,"['Drama', 'War']",(1995)
536,Denise Calls Up ,['Comedy'],(1995)
537,Theodore Rex ,['Comedy'],(1995)
538,"Family Thing, A ","['Comedy', 'Drama']",(1996)
539,Frisk ,['Drama'],(1995)
540,Sgt. Bilko ,['Comedy'],(1996)
541,Jack and Sarah ,['Romance'],(1995)
542,Girl 6 ,"['Comedy', 'Drama']",(1996)
543,Diabolique ,"['Drama', 'Thriller']",(1996)
544,Nelly & Monsieur Arnaud ,['Drama'],(1995)
545,Courage Under Fire ,"['Action', 'Crime', 'Drama', 'War']",(1996)
546,Mission: Impossible ,"['Action', 'Adventure', 'Mystery', 'Thriller']",(1996)
547,Cold Fever (Á köldum klaka) ,"['Comedy', 'Drama']",(1995)
548,Moll Flanders ,['Drama'],(1996)
549,Dragonheart ,"['Action', 'Adventure', 'Fantasy']",(1996)
550,Eddie ,['Comedy'],(1996)
551,James and the Giant Peach ,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",(1996)
552,Fear ,['Thriller'],(1996)
553,Kids in the Hall: Brain Candy ,['Comedy'],(1996)
554,Underground ,"['Comedy', 'Drama', 'War']",(1995)
555,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) ,['Action'],(1996)
556,Song of the Little Road (Pather Panchali) ,['Drama'],(1955)
557,"World of Apu, The (Apur Sansar) ",['Drama'],(1959)
558,Mystery Science Theater 3000: The Movie ,"['Comedy', 'Sci-Fi']",(1996)
559,Space Jam ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",(1996)
560,Barbarella ,"['Adventure', 'Comedy', 'Sci-Fi']",(1968)
561,Some Folks Call It a Sling Blade ,"['Drama', 'Thriller']",(1993)
562,"Run of the Country, The ",['Drama'],(1995)
563,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) ","['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",(1965)
564,It's My Party ,['Drama'],(1996)
565,Operation Dumbo Drop ,"['Action', 'Adventure', 'Comedy', 'War']",(1995)
566,Mrs. Winterbourne ,"['Comedy', 'Romance']",(1996)
567,Solo ,"['Action', 'Sci-Fi', 'Thriller']",(1996)
568,"Substitute, The ","['Action', 'Crime', 'Drama']",(1996)
569,True Crime ,"['Mystery', 'Thriller']",(1996)
570,Feeling Minnesota ,"['Drama', 'Romance']",(1996)
571,Delta of Venus ,['Drama'],(1995)
572,Angus ,['Comedy'],(1995)
573,Boys ,['Drama'],(1996)
574,"Quest, The ","['Action', 'Adventure']",(1996)
575,Sunset Park ,['Drama'],(1996)
576,Mulholland Falls ,"['Crime', 'Drama', 'Thriller']",(1996)
577,"Truth About Cats & Dogs, The ","['Comedy', 'Romance']",(1996)
578,Oliver & Company ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",(1988)
579,Celtic Pride ,['Comedy'],(1996)
580,Flipper ,"['Adventure', 'Children']",(1996)
581,Dead Man ,"['Drama', 'Mystery', 'Western']",(1995)
582,"Horseman on the Roof, The (Hussard sur le toit, Le) ","['Drama', 'Romance']",(1995)
583,"Visitors, The (Visiteurs, Les) ","['Comedy', 'Fantasy', 'Sci-Fi']",(1993)
584,Multiplicity ,['Comedy'],(1996)
585,Wallace & Gromit: The Best of Aardman Animation ,"['Adventure', 'Animation', 'Comedy']",(1996)
586,"Haunted World of Edward D. Wood Jr., The ",['Documentary'],(1996)
587,"Craft, The ","['Drama', 'Fantasy', 'Horror', 'Thriller']",(1996)
588,"Great White Hype, The ",['Comedy'],(1996)
589,Last Dance ,['Drama'],(1996)
590,Cold Comfort Farm ,['Comedy'],(1995)
591,Heaven's Prisoners ,"['Crime', 'Thriller']",(1996)
592,"Rock, The ","['Action', 'Adventure', 'Thriller']",(1996)
593,Cemetery Man (Dellamorte Dellamore) ,['Horror'],(1994)
594,Twister ,"['Action', 'Adventure', 'Romance', 'Thriller']",(1996)
595,Barb Wire ,"['Action', 'Sci-Fi']",(1996)
596,Ghost in the Shell (Kôkaku kidôtai) ,"['Animation', 'Sci-Fi']",(1995)
597,Thinner ,"['Horror', 'Thriller']",(1996)
598,Spy Hard ,['Comedy'],(1996)
599,Wallace & Gromit: A Close Shave ,"['Animation', 'Children', 'Comedy']",(1995)
600,"Stupids, The ",['Comedy'],(1996)
601,"Arrival, The ","['Action', 'Sci-Fi', 'Thriller']",(1996)
602,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,"['Comedy', 'War']",(1964)
603,Ashes of Time (Dung che sai duk) ,['Drama'],(1994)
604,Maya Lin: A Strong Clear Vision ,['Documentary'],(1994)
605,Stalingrad ,"['Drama', 'War']",(1993)
606,"Phantom, The ","['Action', 'Adventure']",(1996)
607,Striptease ,"['Comedy', 'Crime']",(1996)
608,Heavy ,"['Drama', 'Romance']",(1995)
609,Jack ,"['Comedy', 'Drama']",(1996)
610,I Shot Andy Warhol ,['Drama'],(1996)
611,Touki Bouki ,['Drama'],(1973)
612,Spirits of the Dead ,"['Horror', 'Mystery']",(1968)
613,Trainspotting ,"['Comedy', 'Crime', 'Drama']",(1996)
614,'Til There Was You ,"['Drama', 'Romance']",(1997)
615,Independence Day (a.k.a. ID4) ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",(1996)
616,Stealing Beauty ,['Drama'],(1996)
617,"Fan, The ","['Drama', 'Thriller']",(1996)
618,"Hunchback of Notre Dame, The ","['Animation', 'Children', 'Drama', 'Musical', 'Romance']",(1996)
619,"Cable Guy, The ","['Comedy', 'Thriller']",(1996)
620,Kingpin ,['Comedy'],(1996)
621,Eraser ,"['Action', 'Drama', 'Thriller']",(1996)
622,"Nutty Professor, The ","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",(1996)
623,"Unforgettable Summer, An (Un été inoubliable) ",['Drama'],(1994)
624,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",['Documentary'],(1994)
625,Somebody to Love ,['Drama'],(1994)
626,Daylight ,"['Action', 'Adventure', 'Drama', 'Thriller']",(1996)
627,"Frighteners, The ","['Comedy', 'Horror', 'Thriller']",(1996)
628,Lone Star ,"['Drama', 'Mystery', 'Western']",(1996)
629,Harriet the Spy ,"['Children', 'Comedy']",(1996)
630,Phenomenon ,"['Drama', 'Romance']",(1996)
631,Walking and Talking ,"['Comedy', 'Drama', 'Romance']",(1996)
632,She's the One ,"['Comedy', 'Romance']",(1996)
633,"Time to Kill, A ","['Drama', 'Thriller']",(1996)
634,American Buffalo ,"['Crime', 'Drama']",(1996)
635,Alaska ,"['Adventure', 'Children']",(1996)
636,Fled ,"['Action', 'Adventure']",(1996)
637,Kazaam ,"['Children', 'Comedy', 'Fantasy']",(1996)
638,Larger Than Life ,['Comedy'],(1996)
639,"Very Brady Sequel, A ",['Comedy'],(1996)
640,"Collector, The (La collectionneuse) ",['Drama'],(1967)
641,Kaspar Hauser ,"['Drama', 'Mystery']",(1993)
642,"Adventures of Pinocchio, The ","['Adventure', 'Children']",(1996)
643,Joe's Apartment ,"['Comedy', 'Fantasy', 'Musical']",(1996)
644,"First Wives Club, The ",['Comedy'],(1996)
645,Ransom ,"['Crime', 'Thriller']",(1996)
646,High School High ,['Comedy'],(1996)
647,Foxfire ,['Drama'],(1996)
648,Chain Reaction ,"['Action', 'Adventure', 'Thriller']",(1996)
649,Matilda ,"['Children', 'Comedy', 'Fantasy']",(1996)
650,Emma ,"['Comedy', 'Drama', 'Romance']",(1996)
651,"Crow: City of Angels, The ","['Action', 'Thriller']",(1996)
652,House Arrest ,"['Children', 'Comedy']",(1996)
653,"Eyes Without a Face (Yeux sans visage, Les) ",['Horror'],(1959)
654,Tales from the Crypt Presents: Bordello of Blood ,"['Comedy', 'Horror']",(1996)
655,"Spitfire Grill, The ",['Drama'],(1996)
656,Escape from L.A. ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",(1996)
657,Basquiat ,['Drama'],(1996)
658,Tin Cup ,"['Comedy', 'Drama', 'Romance']",(1996)
659,"Godfather, The ","['Crime', 'Drama']",(1972)
660,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) ,"['Action', 'Comedy', 'Crime', 'Thriller']",(1992)
661,Bound ,"['Crime', 'Drama', 'Romance', 'Thriller']",(1996)
662,Carpool ,"['Comedy', 'Crime']",(1996)
663,Kansas City ,"['Crime', 'Drama', 'Musical', 'Thriller']",(1996)
664,Gone Fishin' ,['Comedy'],(1997)
665,Nothing to Lose ,"['Action', 'Crime', 'Drama']",(1994)
666,Supercop 2 (Project S) (Chao ji ji hua) ,"['Action', 'Comedy', 'Crime', 'Thriller']",(1993)
667,"Relic, The ","['Horror', 'Thriller']",(1997)
668,"Island of Dr. Moreau, The ","['Sci-Fi', 'Thriller']",(1996)
669,First Kid ,"['Children', 'Comedy']",(1996)
670,"Trigger Effect, The ","['Drama', 'Thriller']",(1996)
671,Bogus ,"['Children', 'Drama', 'Fantasy']",(1996)
672,Bulletproof ,"['Action', 'Comedy', 'Crime']",(1996)
673,Land Before Time III: The Time of the Great Giving ,"['Adventure', 'Animation', 'Children', 'Musical']",(1995)
674,1-900 (06) ,"['Drama', 'Romance']",(1994)
675,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) ,"['Horror', 'Thriller']",(1995)
676,Twelfth Night ,"['Comedy', 'Drama', 'Romance']",(1996)
677,Mother Night ,['Drama'],(1996)
678,Wild Reeds (Les roseaux sauvages) ,['Drama'],(1994)
679,For Whom the Bell Tolls ,"['Adventure', 'Drama', 'Romance', 'War']",(1943)
680,"Philadelphia Story, The ","['Comedy', 'Drama', 'Romance']",(1940)
681,Singin' in the Rain ,"['Comedy', 'Musical', 'Romance']",(1952)
682,"American in Paris, An ","['Musical', 'Romance']",(1951)
683,Funny Face ,"['Comedy', 'Musical']",(1957)
684,Breakfast at Tiffany's ,"['Drama', 'Romance']",(1961)
685,Vertigo ,"['Drama', 'Mystery', 'Romance', 'Thriller']",(1958)
686,Rear Window ,"['Mystery', 'Thriller']",(1954)
687,It Happened One Night ,"['Comedy', 'Romance']",(1934)
688,Gaslight ,"['Drama', 'Thriller']",(1944)
689,"Gay Divorcee, The ","['Comedy', 'Musical', 'Romance']",(1934)
690,North by Northwest ,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",(1959)
691,"Apartment, The ","['Comedy', 'Drama', 'Romance']",(1960)
692,Some Like It Hot ,"['Comedy', 'Crime']",(1959)
693,Charade ,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",(1963)
694,Casablanca ,"['Drama', 'Romance']",(1942)
695,"Maltese Falcon, The ","['Film-Noir', 'Mystery']",(1941)
696,My Fair Lady ,"['Comedy', 'Drama', 'Musical', 'Romance']",(1964)
697,Sabrina ,"['Comedy', 'Romance']",(1954)
698,Roman Holiday ,"['Comedy', 'Drama', 'Romance']",(1953)
699,"Little Princess, The ","['Children', 'Drama']",(1939)
700,Meet Me in St. Louis ,['Musical'],(1944)
701,"Wizard of Oz, The ","['Adventure', 'Children', 'Fantasy', 'Musical']",(1939)
702,Gone with the Wind ,"['Drama', 'Romance', 'War']",(1939)
703,My Favorite Year ,['Comedy'],(1982)
704,Sunset Blvd. (a.k.a. Sunset Boulevard) ,"['Drama', 'Film-Noir', 'Romance']",(1950)
705,Citizen Kane ,"['Drama', 'Mystery']",(1941)
706,2001: A Space Odyssey ,"['Adventure', 'Drama', 'Sci-Fi']",(1968)
707,All About Eve ,['Drama'],(1950)
708,"Women, The ",['Comedy'],(1939)
709,Rebecca ,"['Drama', 'Mystery', 'Romance', 'Thriller']",(1940)
710,Foreign Correspondent ,"['Drama', 'Film-Noir', 'Mystery', 'Thriller']",(1940)
711,Notorious ,"['Film-Noir', 'Romance', 'Thriller']",(1946)
712,Spellbound ,"['Mystery', 'Romance', 'Thriller']",(1945)
713,"Affair to Remember, An ","['Drama', 'Romance']",(1957)
714,To Catch a Thief ,"['Crime', 'Mystery', 'Romance', 'Thriller']",(1955)
715,Father of the Bride ,['Comedy'],(1950)
716,"Band Wagon, The ","['Comedy', 'Musical']",(1953)
717,Ninotchka ,"['Comedy', 'Romance']",(1939)
718,Love in the Afternoon ,"['Comedy', 'Romance']",(1957)
719,Gigi ,['Musical'],(1958)
720,"Adventures of Robin Hood, The ","['Action', 'Adventure', 'Romance']",(1938)
721,"Mark of Zorro, The ",['Adventure'],(1940)
722,Laura ,"['Crime', 'Film-Noir', 'Mystery']",(1944)
723,"Ghost and Mrs. Muir, The ","['Drama', 'Fantasy', 'Romance']",(1947)
724,Lost Horizon ,['Drama'],(1937)
725,Top Hat ,"['Comedy', 'Musical', 'Romance']",(1935)
726,To Be or Not to Be ,"['Comedy', 'Drama', 'War']",(1942)
727,My Man Godfrey ,"['Comedy', 'Romance']",(1936)
728,Giant ,"['Drama', 'Romance', 'Western']",(1956)
729,East of Eden ,['Drama'],(1955)
730,"Thin Man, The ","['Comedy', 'Crime']",(1934)
731,His Girl Friday ,"['Comedy', 'Romance']",(1940)
732,Around the World in 80 Days ,"['Adventure', 'Comedy']",(1956)
733,It's a Wonderful Life ,"['Children', 'Drama', 'Fantasy', 'Romance']",(1946)
734,Mr. Smith Goes to Washington ,['Drama'],(1939)
735,Bringing Up Baby ,"['Comedy', 'Romance']",(1938)
736,Penny Serenade ,"['Drama', 'Romance']",(1941)
737,Of Human Bondage ,['Drama'],(1934)
738,Little Lord Fauntleroy ,['Drama'],(1936)
739,"Inspector General, The ",['Musical'],(1949)
740,"39 Steps, The ","['Drama', 'Mystery', 'Thriller']",(1935)
741,Night of the Living Dead ,"['Horror', 'Sci-Fi', 'Thriller']",(1968)
742,"African Queen, The ","['Adventure', 'Comedy', 'Romance', 'War']",(1951)
743,Beat the Devil ,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",(1953)
744,Cat on a Hot Tin Roof ,['Drama'],(1958)
745,Meet John Doe ,"['Comedy', 'Drama']",(1941)
746,"Farewell to Arms, A ","['Romance', 'War']",(1932)
747,Nothing Personal ,"['Drama', 'War']",(1995)
748,Dangerous Ground ,['Drama'],(1997)
749,Picnic ,['Drama'],(1955)
750,"Pompatus of Love, The ","['Comedy', 'Drama']",(1996)
751,Fly Away Home ,"['Adventure', 'Children']",(1996)
752,Bliss ,"['Drama', 'Romance']",(1997)
753,Grace of My Heart ,"['Comedy', 'Drama']",(1996)
754,Maximum Risk ,"['Action', 'Adventure', 'Thriller']",(1996)
755,Michael Collins ,['Drama'],(1996)
756,Infinity ,['Drama'],(1996)
757,Big Night ,"['Comedy', 'Drama']",(1996)
758,Last Man Standing ,"['Action', 'Crime', 'Drama', 'Thriller']",(1996)
759,Set It Off ,"['Action', 'Crime']",(1996)
760,2 Days in the Valley ,"['Crime', 'Film-Noir']",(1996)
761,Extreme Measures ,"['Drama', 'Thriller']",(1996)
762,"Glimmer Man, The ","['Action', 'Thriller']",(1996)
763,D3: The Mighty Ducks ,"['Children', 'Comedy']",(1996)
764,"Chamber, The ",['Drama'],(1996)
765,"Apple Dumpling Gang, The ","['Children', 'Comedy', 'Western']",(1975)
766,"Davy Crockett, King of the Wild Frontier ","['Adventure', 'Western']",(1955)
767,Escape to Witch Mountain ,"['Adventure', 'Children', 'Fantasy']",(1975)
768,"Love Bug, The ","['Children', 'Comedy']",(1969)
769,Herbie Rides Again ,"['Children', 'Comedy', 'Fantasy', 'Romance']",(1974)
770,Old Yeller ,"['Children', 'Drama']",(1957)
771,"Parent Trap, The ","['Children', 'Comedy', 'Romance']",(1961)
772,Pollyanna ,"['Children', 'Comedy', 'Drama']",(1960)
773,Homeward Bound: The Incredible Journey ,"['Adventure', 'Children', 'Drama']",(1993)
774,"Shaggy Dog, The ","['Children', 'Comedy']",(1959)
775,Swiss Family Robinson ,"['Adventure', 'Children']",(1960)
776,That Darn Cat! ,"['Children', 'Comedy', 'Mystery']",(1965)
777,"20,000 Leagues Under the Sea ","['Adventure', 'Drama', 'Sci-Fi']",(1954)
778,Cool Runnings ,['Comedy'],(1993)
779,Angels in the Outfield ,"['Children', 'Comedy']",(1994)
780,Cinderella ,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",(1950)
781,Winnie the Pooh and the Blustery Day ,"['Animation', 'Children', 'Musical']",(1968)
782,"Three Caballeros, The ","['Animation', 'Children', 'Musical']",(1945)
783,"Sword in the Stone, The ","['Animation', 'Children', 'Fantasy', 'Musical']",(1963)
784,Robin Hood: Prince of Thieves ,"['Adventure', 'Drama']",(1991)
785,Mary Poppins ,"['Children', 'Comedy', 'Fantasy', 'Musical']",(1964)
786,Dumbo ,"['Animation', 'Children', 'Drama', 'Musical']",(1941)
787,Pete's Dragon ,"['Adventure', 'Animation', 'Children', 'Musical']",(1977)
788,Bedknobs and Broomsticks ,"['Adventure', 'Children', 'Musical']",(1971)
789,Alice in Wonderland ,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",(1951)
790,"Fox and the Hound, The ","['Animation', 'Children', 'Drama']",(1981)
791,Freeway ,"['Comedy', 'Crime', 'Drama', 'Thriller']",(1996)
792,"Sound of Music, The ","['Musical', 'Romance']",(1965)
793,Die Hard ,"['Action', 'Crime', 'Thriller']",(1988)
794,"Lawnmower Man, The ","['Action', 'Horror', 'Sci-Fi', 'Thriller']",(1992)
795,"Secret Agent, The ",['Drama'],(1996)
796,Secrets & Lies ,['Drama'],(1996)
797,That Thing You Do! ,"['Comedy', 'Drama']",(1996)
798,To Gillian on Her 37th Birthday ,"['Drama', 'Romance']",(1996)
799,Beautiful Thing ,"['Drama', 'Romance']",(1996)
800,"Long Kiss Goodnight, The ","['Action', 'Drama', 'Thriller']",(1996)
